,Intents,LLM Output,Correct Output,Step 1,Step 2,Step 3,Step 4,Step 5,Exact Match,Relaxed Match
10,H323 video conferencing is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow traffic('H323 video conferencing'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow traffic('H323 video conferencing'),1. Identify the network configuration action implied by the statement: to add a firewall for the university that allows H323 video conferencing. ,"2. Determine the important Nile entities: 'H323 video conferencing', 'University', and 'firewall'. 3. 'H323 video conferencing' is a value of the entity ""traffic"", so we pair them together in Nile: traffic('H323 video conferencing'). 'University' is not a value of any Nile entity, but according to Rule 6, 'university' is a value of type ""endpoint"", which closest matches the value 'University'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","4. Each Nile entity corresponds to one of the Nile operations in Rule 3. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow the traffic, it corresponds to the Nile operation ""allow"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow traffic('H323 video conferencing'),[''],True,True
11,Everquest is blocked by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('Everquest'),define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('Everquest'),1. Identify the network configuration action implied by the statement: to add a firewall for the university that blocks Everquest. ,"2. Determine the important Nile entities: 'Everquest', 'University', and 'firewall'. 3. 'Everquest' is a value of the entity ""service"", so we pair them together in Nile: service('Everquest'). 'University' is not a value of any Nile entity, but according to Rule 6, 'university' is a value of type ""endpoint"", which closest matches the value 'University'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","4. Each Nile entity corresponds to one of the Nile operations in Rule 3. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to block the service, it corresponds to the Nile operation ""block"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('Everquest'),[''],True,True
12,HTTP and HTTPS are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('HTTP'), protocol('HTTPS')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('HTTP'), protocol('HTTPS')",1. Identify the network configuration action implied by the statement: to add a firewall for the university that allows HTTP and HTTPS. ,"2. Determine the important Nile entities: 'HTTP', 'HTTPS', 'University', and 'firewall'. 3. 'HTTP' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('HTTP'). 'HTTPS' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('HTTPS'). 'University' is not a value of any Nile entity, but according to Rule 6, 'university' is a value of type ""endpoint"", which closest matches the value 'University'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","4. Each Nile entity corresponds to one of the Nile operations in Rule 3. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow both the protocol ""HTTP"" and the protocol ""HTTPS"", they both correspond to the Nile operation ""allow"". Since the endpoint is neither an origin nor a destination, it corresponds to the Nile operation ""for"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('HTTP'), protocol('HTTPS')",[''],True,True
13,"MSN audio and video are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked","define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN audio'), service('MSN video') allow service('MSN chat'), service('application sharing'), service('file transferring')","define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')","1. Identify the network configuration action implied by the statement: to add a firewall for the university that blocks MSN audio and video, but does not block MSN chat, application sharing, and file transferring. ","2. Determine the important Nile entities: 'MSN audio', 'MSN video', 'MSN chat', 'application sharing', 'file transferring', 'University', and 'firewall'. 3. 'MSN audio' is a value of the entity ""service"", so we pair them together in Nile: service('MSN audio'). 'MSN video' is a value of the entity ""service"", so we pair them together in Nile: service('MSN video'). 'MSN chat' is a value of the entity ""service"", so we pair them together in Nile: service('MSN chat'). 'application sharing' is a value of the entity ""service"", so we pair them together in Nile: service('application sharing'). 'file transferring' is a value of the entity ""service"", so we pair them together in Nile: service('file transferring'). 'University' is not a value of any Nile entity, but according to Rule 6, 'university' is a value of type ""endpoint"", which closest matches the value 'University'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","4. Each Nile entity corresponds to one of the Nile operations in Rule 3. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to block the services 'MSN audio' and 'MSN video', they both correspond to the Nile operation ""block"". Since we want to allow the services 'MSN chat', 'application sharing', and 'file transferring', they all correspond to the Nile operation ""allow"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN audio'), service('MSN video') allow service('MSN chat'), service('application sharing'), service('file transferring')",[''],False,True
14,Net2Phone is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),1. Identify the network configuration action implied by the statement: to add a firewall for the university that allows Net2Phone. ,"2. Determine the important Nile entities: 'Net2Phone', 'University', and 'firewall'. 3. 'Net2Phone' is a value of the entity ""service"", so we pair them together in Nile: service('Net2Phone'). 'University' is not a value of any Nile entity, but according to Rule 6, 'university' is a value of type ""endpoint"", which closest matches the value 'University'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","4. Each Nile entity corresponds to one of the Nile operations in Rule 3. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow the service ""Net2Phone"", it corresponds to the Nile operation ""allow"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),[''],True,True
15,PC-Telephone is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC-Telephone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),1. Identify the network configuration action implied by the statement: to add a firewall for the university that allows PC-Telephone. ,"2. Determine the important Nile entities: 'PC-Telephone', 'University', and 'firewall'. 3. 'PC-Telephone' is a value of the entity ""service"", so we pair them together in Nile: service('PC-Telephone'). 'University' is not a value of any Nile entity, but according to Rule 6, 'university' is a value of type ""endpoint"", which closest matches the value 'University'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","4. Each Nile entity corresponds to one of the Nile operations in Rule 3. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow the service ""PC-Telephone"", it corresponds to the Nile operation ""allow"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC-Telephone'),[''],False,True
16,POP3 and secure POP are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",1. Identify the network configuration action implied by the statement: to add a firewall for the university that allows POP3 and secure POP. ,"2. Determine the important Nile entities: 'POP3', 'secure POP', 'University', and 'firewall'. 3. 'POP3' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('POP3'). 'secure POP' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('secure POP'). 'University' is not a value of any Nile entity, but according to Rule 6, 'university' is a value of type ""endpoint"", which closest matches the value 'University'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","4. Each Nile entity corresponds to one of the Nile operations in Rule 3. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow both the protocol ""POP3"" and the protocol ""secure POP"", they both correspond to the Nile operation ""allow"". Since the endpoint is neither an origin nor a destination, it corresponds to the Nile operation ""for"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",[''],True,True
17,SMTP is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),1. Identify the network configuration action implied by the statement: to add a firewall for the university that allows SMTP. ,"2. Determine the important Nile entities: 'SMTP', 'University', and 'firewall'. 3. 'SMTP' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('SMTP'). 'University' is not a value of any Nile entity, but according to Rule 6, 'university' is a value of type ""endpoint"", which closest matches the value 'University'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","4. Each Nile entity corresponds to one of the Nile operations in Rule 3. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow the protocol ""SMTP"", it corresponds to the Nile operation ""allow"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),[''],True,True
18,Sony Playstation 2 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),1. Identify the network configuration action implied by the statement: to add a firewall for the university that allows the Sony Playstation 2. ,"2. Determine the important Nile entities: 'Sony Playstation 2', 'University', and 'firewall'. 3. 'Sony Playstation 2' is a value of the entity ""service"", so we pair them together in Nile: service('Sony Playstation 2'). 'University' is not a value of any Nile entity, but according to Rule 6, 'university' is a value of type ""endpoint"", which closest matches the value 'University'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","4. Each Nile entity corresponds to one of the Nile operations in Rule 3. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow the service 'Sony Playstation 2', it corresponds to the Nile operation ""allow"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),[''],True,True
19,SSH is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),1. Identify the network configuration action implied by the statement: to add a firewall for the university that allows SSH. ,"2. Determine the important Nile entities: 'SSH', 'University', and 'firewall'. 3. 'SSH' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('SSH'). 'University' is not a value of any Nile entity, but according to Rule 6, 'university' is a value of type ""endpoint"", which closest matches the value 'University'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","4. Each Nile entity corresponds to one of the Nile operations in Rule 3. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow the protocol ""SSH"", it corresponds to the Nile operation ""allow"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),[''],True,True
20,Telnet is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),1. Identify the network configuration action implied by the statement: to add a firewall for the university that allows Telnet. ,"2. Determine the important Nile entities: 'Telnet', 'University', and 'firewall'. 3. 'Telnet' is a value of the entity ""protocol"", so we pair them together in Nile: protocol('Telnet'). 'University' is not a value of any Nile entity, but according to Rule 6, 'university' is a value of type ""endpoint"", which closest matches the value 'University'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","4. Each Nile entity corresponds to one of the Nile operations in Rule 3. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow the protocol ""Telnet"", it corresponds to the Nile operation ""allow"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),[''],True,True
21,Sorenson Videophone 200 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),1. Identify the network configuration action implied by the statement: to add a firewall for the university that allows the Sorenson Videophone 200. ,"2. Determine the important Nile entities: 'Sorenson Videophone 200', 'University', and 'firewall'. 3. 'Sorenson Videophone 200' is a value of the entity ""service"", so we pair them together in Nile: service('Sorenson Videophone 200'). 'University' is not a value of any Nile entity, but according to Rule 6, 'university' is a value of type ""endpoint"", which closest matches the value 'University'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","4. Each Nile entity corresponds to one of the Nile operations in Rule 3. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow the service 'Sorenson Videophone 200', it corresponds to the Nile operation ""allow"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),[''],True,True
22,FTP and SFTP servers are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('FTP server'), service('SFTP server')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",1. Identify the network configuration action implied by the statement: to add a firewall for the university that allows FTP and SFTP servers. ,"2. Determine the important Nile entities: 'FTP server', 'SFTP server', 'University', and 'firewall'. 3. 'FTP server' is a value of the entity ""service"", so we pair them together in Nile: service('FTP server'). 'SFTP server' is a value of the entity ""service"", so we pair them together in Nile: service('SFTP server'). 'University' is not a value of any Nile entity, but according to Rule 6, 'university' is a value of type ""endpoint"", which closest matches the value 'University'. We pair them together in Nile: endpoint('university'). 'firewall' is a value of the entity ""middlebox"", so we pair them together in Nile: middlebox(""firewall""). ","4. Each Nile entity corresponds to one of the Nile operations in Rule 3. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since we want to allow both the service ""FTP server"" and the service ""SFTP server"", they both correspond to the Nile operation ""allow"". Since the endpoint is not an origin or a destination, it corresponds to the Nile operation ""for"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('FTP server'), service('SFTP server')",[''],False,False
23,Students data limit is 100 GB per week,"define intent uniIntent: for group('students') set quota('download', '100', 'gb/wk')","define intent uniIntent: for group('students') set quota('download', '100', 'gb/wk')",1. Identify the network configuration action implied by the statement: to set a data limit of 100 GB per week for students. ,"2. Determine the important Nile entities: 'Students' (a group) and a data limit of 100 GB per week (a quota). 3. 'Students' is not a value of any Nile entity, but according to Rule 7, 'students' is a value of type ""group"", which closest matches the value 'Students'. We pair them together in Nile: group('students'). A quota is defined by three parameters, a ""qos_constraint"", a ""qos_value"", and a ""qos_unit"". The ""qos_constraint"" here is ""download"" because we want to limit the data download, the ""qos_value"" here is ""100"", and the ""qos_unit"" is ""gb/wk"". We put them together in Nile: quota('download', '100', 'gb/wk'). ","4. Each Nile entity corresponds to one of the Nile operations in Rule 3. A quota is paired only with the operations ""set"" or ""unset"". Since we want to set the quota, it corresponds to the Nile operation ""set"". A group always corresponds to the Nile operation ""for"". ","5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for group('students') set quota('download', '100', 'gb/wk')",[''],True,True
24,The system passively monitors the network throughput when traffic is light,define intent uniIntent: for traffic('any') add middlebox('traffic monitor'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),1. Identify the network configuration action implied by the statement: to passively monitor the network throughput when traffic is light. ,"2. Determine the important Nile entities: 'system', 'network throughput', and 'traffic'. 3. 'system' is not a value of any Nile entity, but according to Rule 5, 'traffic monitor' is a value of type ""middlebox"", which closest matches the value 'system'. We pair them together in Nile: middlebox('traffic monitor'). 'network throughput' is not a value of any Nile entity, but according to Rule 8, 'any' is a value of type ""traffic"", which closest matches the value 'network throughput'. We pair them together in Nile: traffic('any'). 'traffic' is not a value of any Nile entity, but according to Rule 8, 'any' is a value of type ""traffic"", which closest matches the value 'traffic'. We pair them together in Nile: traffic('any'). ","4. Each Nile entity corresponds to one of the Nile operations in Rule 3. Since we want to add the middlebox, it corresponds to the Nile operation ""add"". Since the traffic is not an origin or a destination, it corresponds to the Nile operation ""for"". ",5. We put the Nile expressions together and add the header. Nile translation: define intent uniIntent: for traffic('any') add middlebox('traffic monitor'),[''],False,False
