,Intents,LLM Output,Correct Output,Step 1,Step 2,Step 3,Step 4,Step 5,Exact Match,Relaxed Match
20,Telnet is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),,,,,,True,True
21,Sorenson Videophone 200 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),,,,,,True,True
22,FTP and SFTP servers are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('FTP'), protocol('SFTP')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",,,,,,False,True
23,Students data limit is 100 GB per week,"define intent uniIntent: for group('students') set quota('download', '100', 'gb/week')","define intent uniIntent: for group('students') set quota('download', '100', 'gb/wk')",,,,,,False,True
24,The system passively monitors the network throughput when traffic is light,define intent uniIntent: for endpoint('network') add middlebox('monitoring') monitor traffic('light'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),,,,,,False,False
25,"There is a 6 GB per 24-hour period upload or download data transfer limit starting at midnight of each day, on all of your combined traffic on ResNet and UIC wireless","define intent uniIntent: for group('students') set quota('upload', '6', 'gb/24h'), quota('download', '6', 'gb/24h') start hour('00:00') end hour('23:59') for endpoint('ResNet'), endpoint('UIC wireless')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') set quota('any', '6', 'gb/d') start hour('00:00') end hour('23:59')",,,,,,False,False
26,Guests cannot run any file sharing/downloading program,"define intent uniIntent: for endpoint('guests') block application('file sharing'), application('downloading')",define intent uniIntent: for endpoint('guests') block service('file transfer'),,,,,,False,False
27,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of per day, regardless of whether it is inbound or outbound over the commodity network link","define intent uniIntent: for endpoint('network') set quota('total', '10', 'gb/day')","define intent uniIntent: for endpoint('network') set quota('any', '10', 'gb/d')",,,,,,False,True
28,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"define intent uniIntent: for endpoint('host') set threshold('overuse', 'average', '10', 'gb/week') notify('overuse')","define intent uniIntent: for endpoint('network') add middlebox('overuse notification') set quota('any', '10', 'gb/wk')",,,,,,False,False
29,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hr upload,"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/hr'), quota('upload', '2000', 'mb/hr')","define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')",,,,,,False,True
30,Routers or anything else that does routing or NAT are prohibited from MITNet as they interfere with the operation of the network,"define intent uniIntent: for endpoint('MITNet') block middlebox('router'), middlebox('NAT')",define intent uniIntent: for endpoint('dorms') block protocol('nat'),,,,,,False,False
31,The individual will have a 4 Mbps bandwidth rate limit,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",,,,,,True,True
32,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail servers on ResNet or UIC wireless-connected devices","define intent uniIntent: for group('resnet') or group('uic wireless') block service('FTP'), service('telnet'), service('peer-to-peer'), service('HTTP'), service('IRC'), service('DNS'), service('mail servers')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",,,,,,False,False
33,Students have 200 GB of Free monthly usage,"define intent uniIntent: for group('students') set quota('download', '200', 'gb/month')","define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')",,,,,,False,True
34,Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for group('faculty') set quota('download', '500', 'gb/week')","define intent uniIntent: for group('professors') set quota('download', '500', 'gb/wk')",,,,,,False,True
35,Students have a quota of 5 GB per day The quota is reset at 6am,"define intent uniIntent: for group('students') set quota('download', '5', 'gb/day') reset hour('6:00')","define intent uniIntent: for group('students') set quota('download', '5','gb/d') start hour('06:00') end('05:59')",,,,,,False,False
36,Internet is limited to 3 Mbps per host,"define intent uniIntent: for endpoint('host') set bandwidth('max', '3', 'mbps')","define intent uniIntent: for endpoint('host') set bandwidth('max', '3', 'mbps')",,,,,,True,True
37,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for endpoint('campus') set bandwidth('max', '30', 'mbps') for service('P2P application')","define intent uniIntent: for traffic('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')",,,,,,False,False
38,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for endpoint('guests') set bandwidth('max', '5', 'mbps')","define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",,,,,,False,False
39,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for endpoint('ResNet') set quota('combined traffic', '200', 'gb/7 days')","define intent uniIntent: for group('dorms') set quota('any', '200', 'gb/wk')",,,,,,False,False
40,These network security changes include blocking traffic from the Internet into the UW network over FTP,define intent uniIntent: from endpoint('internet') to endpoint('university') add middlebox('firewall') block protocol('FTP'),define intent uniIntent: from endpoint('internet') to endpoint('network') block protocol('ftp'),,,,,,False,False
41,"Elements of network security currently include the following four solutions: Network Border Infrastructure System, Intrusion Prevention System, Firewalls and Custom Unit Firewalls",define intent uniIntent: add middlebox('Network Border Infrastructure System') add middlebox('Intrusion Prevention System') add middlebox('Firewalls') add middlebox('Custom Unit Firewalls'),"define intent uniIntent: for endpoint('network') add middlebox('network border system'), middlebox('ips'), middlebox('firewall'), middlebox('unit firewall')",,,,,,False,False
42,ACT/IT Infrastructure monitors traffic on the network for the purpose of maintaining proper network function,define intent uniIntent: add middlebox('traffic monitoring') for endpoint('network') monitor traffic(),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),,,,,,False,False
43,"CIS restricts traffic that is known to cause damage to the network or hosts on it, such as NETBIOS",define intent uniIntent: for endpoint('CIS') add middlebox('traffic restriction') block protocol('NETBIOS'),define intent uniIntent: for endpoint('network') block service('NETBIOS'),,,,,,False,False
44,All network traffic passing in or out of Brown's network is monitored by intrusion detection system for signs of compromises,define intent uniIntent: for endpoint('Brown network') add middlebox('intrusion detection system'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),,,,,,False,True
45,"You may not run any services (e.g., FTP services,listservers,P2P file sharing servers, publishing files via generic file services, etc.) via ResNet or NYURoam wireless networks","define intent uniIntent: for group('students') block service('FTP'), service('listservers'), service('P2P file sharing servers'), service('publishing files via generic file services')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), service('listserver'), traffic('peer2peer')",,,,,,False,False
46,Housing does not normally limit the amount of bandwidth,define intent uniIntent: for group('housing') unset bandwidth(),define intent uniIntent: for endpoint('dorms') unset bandwidth(),,,,,,False,False
47,"The UVA More Secure Network uses a firewall, a network security device designed to help protect your computer from hackers and other malicious people on the Internet.",define intent uniIntent: for endpoint('UVA More Secure Network') add middlebox('firewall'),define intent uniIntent: for endpoint('network') add middlebox('firewall'),,,,,,False,True
48,"The network firewall does prevent some applications from working in their normal manner, for example, video and audio conferencing products that use the H.323",define intent uniIntent: for endpoint('university') add middlebox('firewall') block protocol('H.323'),define intent uniIntent: for endpoint('network') block traffic('H323 video conferencing'),,,,,,False,False
49,The UC Davis network is continually scanned for prohibited activities and network threats.,"define intent uniIntent: for endpoint('UC Davis network') add middlebox('network scanner') scan for('prohibited activities'), scan for('network threats')",define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),,,,,,False,False
