,Intents,LLM Output,Correct Output,Step 1,Step 2,Step 3,Step 4,Step 5,Exact Match,Relaxed Match
10,"MSN audio and video are not allowed by the University firewall, but the MSN chat, application sharing and file transferring are not blocked","define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN audio'), service('MSN video') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')","define intent uniIntent: for endpoint('university') add middlebox('firewall') block service('MSN video'), service('MSN audio') allow service('MSN chat'), service('MSN application sharing'), service('file transfer')",,,,,,False,True
11,Net2Phone is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),,,,,,True,True
12,PC-Telephone is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),,,,,,True,True
13,POP3 and secure POP are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",,,,,,True,True
14,SMTP is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),,,,,,True,True
15,Sony Playstation 2 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),,,,,,True,True
16,SSH is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ssh'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),,,,,,False,True
17,Telnet is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('telnet'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),,,,,,False,True
18,Sorenson Videophone 200 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),,,,,,True,True
19,FTP and SFTP servers are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",,,,,,True,True
20,Students data limit is 100 GB per week,"define intent uniIntent: for group('students') set quota('download', '100', 'gb/wk')","define intent uniIntent: for group('students') set quota('download', '100', 'gb/wk')",,,,,,True,True
21,Students 10 GB a day download quotas are on 10 AM to Midnight,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/day') start hour('10:00') end hour('24:00')","define intent uniIntent: for group('students') set quota('download', '10', 'gb/d') start hour('10:00') end hour('23:59')",,,,,,False,True
22,The system passively monitors the network throughput when traffic is light,define intent uniIntent: add middlebox('traffic monitor') set traffic('light'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),,,,,,False,False
23,"There is a 6 GB per 24-hour period upload or download data transfer limit starting at midnight of each day, on all of your combined traffic on ResNet and UIC wireless","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') set quota('any', '6', 'gb/day') start hour('00:00') end hour('24:00')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') set quota('any', '6', 'gb/d') start hour('00:00') end hour('23:59')",,,,,,False,True
24,Guests cannot run any file sharing/downloading program,"define intent uniIntent: for endpoint('guests') block service('file sharing'), service('bittorrent')",define intent uniIntent: for endpoint('guests') block service('file transfer'),,,,,,False,True
25,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of per day, regardless of whether it is inbound or outbound over the commodity network link","define intent uniIntent: for endpoint('network') set quota('any', '10', 'gb/day')","define intent uniIntent: for endpoint('network') set quota('any', '10', 'gb/d')",,,,,,False,True
26,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"define intent uniIntent: set quota('any', '10', 'gb/wk') add middlebox('overuse notification')","define intent uniIntent: for endpoint('network') add middlebox('overuse notification') set quota('any', '10', 'gb/wk')",,,,,,False,False
27,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hr upload,"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/hr') set quota('upload', '2000', 'mb/hr')","define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')",,,,,,False,True
28,Routers or anything else that does routing or NAT are prohibited from MITNet as they interfere with the operation of the network,"define intent uniIntent: for endpoint('network') block middlebox('router'), middlebox('network border system'), middlebox('unit firewall')",define intent uniIntent: for endpoint('dorms') block protocol('nat'),,,,,,False,False
29,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","define intent uniIntent: for endpoint('host') set quota('download', '18', 'gb') set bandwidth('max', '2', 'mbps')","define intent uniIntent: for endpoint('host') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",,,,,,False,False
30,The individual will have a 4 Mbps bandwidth rate limit,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",,,,,,True,True
31,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network",define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),,,,,,True,True
32,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail servers on ResNet or UIC wireless-connected devices","define intent uniIntent: from endpoint('dorms', 'wireless') block protocol('FTP'), protocol('telnet'), protocol('peer2peer'), protocol('HTTP'), protocol('IRC'), protocol('DNS'), protocol('smtp'), protocol('IMAP'), protocol('POP3')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",,,,,,False,False
33,Students have 200 GB of Free monthly usage,"define intent uniIntent: for group('students') set quota('download', '200', 'gb/mo')","define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')",,,,,,False,True
34,Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for group('professors') set quota('download', '500', 'gb/wk')","define intent uniIntent: for group('professors') set quota('download', '500', 'gb/wk')",,,,,,True,True
35,Students have a quota of 5 GB per day The quota is reset at  6am,"define intent uniIntent: for group('students') set quota('download', '5', 'gb/day') start hour('6:00')","define intent uniIntent: for group('students') set quota('download', '5','gb/d') start hour('06:00') end('05:59')",,,,,,False,True
36,Internet is limited to 3 Mbps per host,"define intent uniIntent: for endpoint('internet') set bandwidth('max', '3', 'mbps')","define intent uniIntent: for endpoint('host') set bandwidth('max', '3', 'mbps')",,,,,,False,True
37,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for endpoint('campus') set bandwidth('max', '30', 'mbps') for traffic('peer2peer')","define intent uniIntent: for traffic('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')",,,,,,False,False
38,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')","define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",,,,,,True,True
39,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: set quota('any', '200', 'gb/wk')","define intent uniIntent: for group('dorms') set quota('any', '200', 'gb/wk')",,,,,,False,False
40,These network security changes include blocking traffic from the Internet into the UW network over FTP,define intent uniIntent: from endpoint('internet') to endpoint('university') add middlebox('firewall') block protocol('ftp'),define intent uniIntent: from endpoint('internet') to endpoint('network') block protocol('ftp'),,,,,,False,False
41,"Elements of network security currently include the following four solutions: Network Border Infrastructure System, Intrusion Prevention System, Firewalls and Custom Unit Firewalls","define intent uniIntent: add middlebox('network border system'), middlebox('ips'), middlebox('firewall'), middlebox('unit firewall')","define intent uniIntent: for endpoint('network') add middlebox('network border system'), middlebox('ips'), middlebox('firewall'), middlebox('unit firewall')",,,,,,False,False
42,ACT/IT Infrastructure monitors traffic on the network for the purpose of maintaining proper network function,define intent uniIntent: add middlebox('traffic monitor') for group('ACT/IT Infrastructure'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),,,,,,False,False
43,"CIS restricts traffic that is known to cause damage to the network or hosts on it, such as NETBIOS",define intent uniIntent: for endpoint('campus') add middlebox('firewall') block protocol('NETBIOS'),define intent uniIntent: for endpoint('network') block service('NETBIOS'),,,,,,False,False
44,All network traffic passing in or out of Brown's network is monitored by intrusion detection system for signs of compromises,define intent uniIntent: from endpoint('brown network') to endpoint('internet') add middlebox('ids'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),,,,,,False,False
45,"You may not run any services (e.g., FTP services,listservers,P2P file sharing servers, publishing files via generic file services, etc.) via ResNet or NYURoam wireless networks","define intent uniIntent: from endpoint('dorms'), endpoint('wireless') block service('FTP services'), service('listservers'), service('P2P file sharing servers'), service('publishing files via generic file services')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), service('listserver'), traffic('peer2peer')",,,,,,False,False
46,Housing does not normally limit the amount of bandwidth,define intent uniIntent: for group('host') unset bandwidth(),define intent uniIntent: for endpoint('dorms') unset bandwidth(),,,,,,False,False
47,"The UVA More Secure Network uses a firewall, a network security device designed to help protect your computer from hackers and other malicious people on the Internet.",define intent uniIntent: add middlebox('firewall') to endpoint('UVA More Secure Network'),define intent uniIntent: for endpoint('network') add middlebox('firewall'),,,,,,False,False
48,"The network firewall does prevent some applications from working in their normal manner, for example, video and audio conferencing products that use the H.323",define intent uniIntent: add middlebox('firewall') block traffic('H323 video conferencing'),define intent uniIntent: for endpoint('network') block traffic('H323 video conferencing'),,,,,,False,False
49,The UC Davis network is continually scanned for prohibited activities and network threats.,"define intent uniIntent: for endpoint('uc davis network') add middlebox('traffic monitor'), middlebox('ids')",define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),,,,,,False,True
